estacion,fecha,valor,contaminante,localidad
KENNEDY,2020-03-12,37.66666667,PM25,Kennedy
KENNEDY,2020-03-11,24.43913043,PM25,Kennedy
KENNEDY,2020-03-10,33.125,PM25,Kennedy
KENNEDY,2020-03-09,34.125,PM25,Kennedy
KENNEDY,2020-03-08,37.04166667,PM25,Kennedy
KENNEDY,2020-03-07,52.16666667,PM25,Kennedy
KENNEDY,2020-03-06,46.79166667,PM25,Kennedy
KENNEDY,2020-03-05,37.125,PM25,Kennedy
KENNEDY,2020-03-04,41.09090909,PM25,Kennedy
KENNEDY,2020-03-03,34.20833333,PM25,Kennedy
KENNEDY,2020-03-02,30.54166667,PM25,Kennedy
KENNEDY,2020-03-01,35.60869565,PM25,Kennedy
KENNEDY,2020-02-29,36.60869565,PM25,Kennedy
KENNEDY,2020-02-28,36.45833333,PM25,Kennedy
KENNEDY,2020-02-27,32.29166667,PM25,Kennedy
KENNEDY,2020-02-26,26.95833333,PM25,Kennedy
KENNEDY,2020-02-25,31.5,PM25,Kennedy
KENNEDY,2020-02-24,19.91666667,PM25,Kennedy
KENNEDY,2020-02-23,25.70833333,PM25,Kennedy
KENNEDY,2020-02-22,36.75,PM25,Kennedy
KENNEDY,2020-02-21,35.58333333,PM25,Kennedy
KENNEDY,2020-02-20,26.79166667,PM25,Kennedy
KENNEDY,2020-02-19,25.41666667,PM25,Kennedy
KENNEDY,2020-02-18,20.20833333,PM25,Kennedy
KENNEDY,2020-02-17,16.875,PM25,Kennedy
KENNEDY,2020-02-16,14.5,PM25,Kennedy
KENNEDY,2020-02-15,19.86956522,PM25,Kennedy
KENNEDY,2020-02-14,27.41666667,PM25,Kennedy
KENNEDY,2020-02-13,37.45833333,PM25,Kennedy
KENNEDY,2020-02-12,30.41666667,PM25,Kennedy
KENNEDY,2020-02-11,20.125,PM25,Kennedy
KENNEDY,2020-02-10,19.54166667,PM25,Kennedy
KENNEDY,2020-02-09,35.0,PM25,Kennedy
KENNEDY,2020-02-08,37.0,PM25,Kennedy
KENNEDY,2020-02-07,43.91666667,PM25,Kennedy
KENNEDY,2020-02-06,30.33333333,PM25,Kennedy
KENNEDY,2020-02-05,37.5,PM25,Kennedy
KENNEDY,2020-02-04,36.0,PM25,Kennedy
KENNEDY,2020-02-03,25.04166667,PM25,Kennedy
KENNEDY,2020-02-02,27.33333333,PM25,Kennedy
KENNEDY,2020-02-01,26.95833333,PM25,Kennedy
KENNEDY,2020-01-31,25.73913043,PM25,Kennedy
KENNEDY,2020-01-30,32.33333333,PM25,Kennedy
KENNEDY,2020-01-29,29.75,PM25,Kennedy
KENNEDY,2020-01-28,27.65217391,PM25,Kennedy
KENNEDY,2020-01-27,25.66666667,PM25,Kennedy
KENNEDY,2020-01-26,18.33333333,PM25,Kennedy
KENNEDY,2020-01-25,24.26086957,PM25,Kennedy
KENNEDY,2020-01-24,23.33333333,PM25,Kennedy
KENNEDY,2020-01-23,19.83333333,PM25,Kennedy
KENNEDY,2020-01-22,27.41666667,PM25,Kennedy
KENNEDY,2020-01-21,29.91666667,PM25,Kennedy
KENNEDY,2020-01-20,21.125,PM25,Kennedy
KENNEDY,2020-01-19,13.82608696,PM25,Kennedy
KENNEDY,2020-01-18,14.56521739,PM25,Kennedy
KENNEDY,2020-01-17,12.54166667,PM25,Kennedy
KENNEDY,2020-01-16,23.25,PM25,Kennedy
KENNEDY,2020-01-15,22.73913043,PM25,Kennedy
KENNEDY,2020-01-14,18.52173913,PM25,Kennedy
KENNEDY,2020-01-13,17.5,PM25,Kennedy
KENNEDY,2020-01-12,14.83333333,PM25,Kennedy
KENNEDY,2020-01-11,26.0,PM25,Kennedy
KENNEDY,2020-01-10,17.90833333,PM25,Kennedy
KENNEDY,2020-01-09,29.375,PM25,Kennedy
KENNEDY,2020-01-08,29.66666667,PM25,Kennedy
KENNEDY,2020-01-07,31.16666667,PM25,Kennedy
KENNEDY,2020-01-06,21.125,PM25,Kennedy
KENNEDY,2020-01-05,21.95454545,PM25,Kennedy
KENNEDY,2020-01-04,28.63636364,PM25,Kennedy
KENNEDY,2020-01-03,25.59090909,PM25,Kennedy
KENNEDY,2020-01-02,14.41666667,PM25,Kennedy
KENNEDY,2020-01-01,44.30434783,PM25,Kennedy
KENNEDY,2019-12-31,24.69565217,PM25,Kennedy
KENNEDY,2019-12-30,25.04347826,PM25,Kennedy
KENNEDY,2019-12-29,23.70833333,PM25,Kennedy
KENNEDY,2019-12-28,36.75,PM25,Kennedy
KENNEDY,2019-12-27,22.80952381,PM25,Kennedy
KENNEDY,2019-12-26,21.54166667,PM25,Kennedy
KENNEDY,2019-12-25,38.83333333,PM25,Kennedy
KENNEDY,2019-12-24,14.47826087,PM25,Kennedy
KENNEDY,2019-12-23,11.63478261,PM25,Kennedy
KENNEDY,2019-12-22,12.13636364,PM25,Kennedy
KENNEDY,2019-12-21,14.375,PM25,Kennedy
KENNEDY,2019-12-20,25.0,PM25,Kennedy
KENNEDY,2019-12-19,25.875,PM25,Kennedy
KENNEDY,2019-12-18,25.95652174,PM25,Kennedy
KENNEDY,2019-12-17,27.54545455,PM25,Kennedy
KENNEDY,2019-12-16,23.95833333,PM25,Kennedy
KENNEDY,2019-12-15,25.52380952,PM25,Kennedy
KENNEDY,2019-12-14,27.92941176,PM25,Kennedy
KENNEDY,2019-12-13,31.47083333,PM25,Kennedy
KENNEDY,2019-12-12,28.625,PM25,Kennedy
KENNEDY,2019-12-11,31.91666667,PM25,Kennedy
KENNEDY,2019-12-10,32.08333333,PM25,Kennedy
KENNEDY,2019-12-09,31.10526316,PM25,Kennedy
KENNEDY,2019-12-08,26.27272727,PM25,Kennedy
KENNEDY,2019-12-07,40.21363636,PM25,Kennedy
KENNEDY,2019-12-06,41.41666667,PM25,Kennedy
KENNEDY,2019-12-05,30.6952381,PM25,Kennedy
KENNEDY,2019-12-04,32.08333333,PM25,Kennedy
KENNEDY,2019-12-03,26.43181818,PM25,Kennedy
KENNEDY,2019-12-02,24.68125,PM25,Kennedy
KENNEDY,2019-12-01,11.37647059,PM25,Kennedy
KENNEDY,2019-11-30,24.73333333,PM25,Kennedy
KENNEDY,2019-11-29,41.29166667,PM25,Kennedy
KENNEDY,2019-11-28,24.3375,PM25,Kennedy
KENNEDY,2019-11-27,17.25,PM25,Kennedy
KENNEDY,2019-11-26,16.35,PM25,Kennedy
KENNEDY,2019-11-25,25.42916667,PM25,Kennedy
KENNEDY,2019-11-24,26.425,PM25,Kennedy
KENNEDY,2019-11-23,28.00952381,PM25,Kennedy
KENNEDY,2019-11-22,26.35,PM25,Kennedy
KENNEDY,2019-11-21,21.69565217,PM25,Kennedy
KENNEDY,2019-11-20,21.58333333,PM25,Kennedy
KENNEDY,2019-11-19,26.66666667,PM25,Kennedy
KENNEDY,2019-11-18,23.70833333,PM25,Kennedy
KENNEDY,2019-11-17,22.59090909,PM25,Kennedy
KENNEDY,2019-11-16,29.54166667,PM25,Kennedy
KENNEDY,2019-11-15,27.66666667,PM25,Kennedy
KENNEDY,2019-11-14,30.0,PM25,Kennedy
KENNEDY,2019-11-13,28.41304348,PM25,Kennedy
KENNEDY,2019-11-12,24.16666667,PM25,Kennedy
KENNEDY,2019-11-11,17.725,PM25,Kennedy
KENNEDY,2019-11-10,26.29166667,PM25,Kennedy
KENNEDY,2019-11-09,23.15,PM25,Kennedy
KENNEDY,2019-11-08,23.29166667,PM25,Kennedy
KENNEDY,2019-11-07,23.22727273,PM25,Kennedy
KENNEDY,2019-11-06,25.79166667,PM25,Kennedy
KENNEDY,2019-11-05,21.75,PM25,Kennedy
KENNEDY,2019-11-04,16.63636364,PM25,Kennedy
KENNEDY,2019-11-03,24.70833333,PM25,Kennedy
KENNEDY,2019-11-02,36.34166667,PM25,Kennedy
KENNEDY,2019-11-01,41.07916667,PM25,Kennedy
KENNEDY,2019-10-31,35.29166667,PM25,Kennedy
KENNEDY,2019-10-30,34.25,PM25,Kennedy
KENNEDY,2019-10-29,28.32916667,PM25,Kennedy
KENNEDY,2019-10-28,23.00434783,PM25,Kennedy
KENNEDY,2019-10-27,16.95833333,PM25,Kennedy
KENNEDY,2019-10-26,15.04166667,PM25,Kennedy
KENNEDY,2019-10-25,16.75,PM25,Kennedy
KENNEDY,2019-10-24,23.83333333,PM25,Kennedy
KENNEDY,2019-10-23,34.83333333,PM25,Kennedy
KENNEDY,2019-10-22,30.625,PM25,Kennedy
KENNEDY,2019-10-21,27.75,PM25,Kennedy
KENNEDY,2019-10-20,18.33333333,PM25,Kennedy
KENNEDY,2019-10-19,17.375,PM25,Kennedy
KENNEDY,2019-10-18,25.58333333,PM25,Kennedy
KENNEDY,2019-10-17,33.45833333,PM25,Kennedy
KENNEDY,2019-10-16,27.16666667,PM25,Kennedy
KENNEDY,2019-10-15,31.91666667,PM25,Kennedy
KENNEDY,2019-10-14,13.47826087,PM25,Kennedy
KENNEDY,2019-10-13,11.91666667,PM25,Kennedy
KENNEDY,2019-10-12,20.0,PM25,Kennedy
KENNEDY,2019-10-11,29.20833333,PM25,Kennedy
KENNEDY,2019-10-10,31.375,PM25,Kennedy
KENNEDY,2019-10-09,28.41666667,PM25,Kennedy
KENNEDY,2019-10-08,30.54166667,PM25,Kennedy
KENNEDY,2019-10-07,29.08695652,PM25,Kennedy
KENNEDY,2019-10-06,23.625,PM25,Kennedy
KENNEDY,2019-10-05,30.125,PM25,Kennedy
KENNEDY,2019-10-04,25.59090909,PM25,Kennedy
KENNEDY,2019-10-03,18.58333333,PM25,Kennedy
KENNEDY,2019-10-02,28.88888889,PM25,Kennedy
KENNEDY,2019-10-01,34.47826087,PM25,Kennedy
KENNEDY,2019-09-30,34.39130435,PM25,Kennedy
KENNEDY,2019-09-29,22.86956522,PM25,Kennedy
KENNEDY,2019-09-28,34.52941176,PM25,Kennedy
KENNEDY,2019-09-27,31.95652174,PM25,Kennedy
KENNEDY,2019-09-26,19.1875,PM25,Kennedy
KENNEDY,2019-09-25,22.45909091,PM25,Kennedy
KENNEDY,2019-09-24,35.54166667,PM25,Kennedy
KENNEDY,2019-09-23,20.125,PM25,Kennedy
KENNEDY,2019-09-22,20.83333333,PM25,Kennedy
KENNEDY,2019-09-21,20.82608696,PM25,Kennedy
KENNEDY,2019-09-20,39.40909091,PM25,Kennedy
KENNEDY,2019-09-19,32.755,PM25,Kennedy
KENNEDY,2019-09-18,32.18947368,PM25,Kennedy
KENNEDY,2019-09-17,38.04347826,PM25,Kennedy
KENNEDY,2019-09-16,30.85,PM25,Kennedy
KENNEDY,2019-09-15,16.94736842,PM25,Kennedy
KENNEDY,2019-09-14,15.7,PM25,Kennedy
KENNEDY,2019-09-13,15.4875,PM25,Kennedy
KENNEDY,2019-09-12,21.43478261,PM25,Kennedy
KENNEDY,2019-09-11,21.54166667,PM25,Kennedy
KENNEDY,2019-09-10,27.54166667,PM25,Kennedy
KENNEDY,2019-09-09,18.75,PM25,Kennedy
KENNEDY,2019-09-08,12.77272727,PM25,Kennedy
KENNEDY,2019-09-07,16.33333333,PM25,Kennedy
KENNEDY,2019-09-06,19.83333333,PM25,Kennedy
KENNEDY,2019-09-05,19.20833333,PM25,Kennedy
KENNEDY,2019-09-04,18.85,PM25,Kennedy
KENNEDY,2019-09-03,25.95833333,PM25,Kennedy
KENNEDY,2019-09-02,22.94444444,PM25,Kennedy
KENNEDY,2019-09-01,15.91304348,PM25,Kennedy
KENNEDY,2019-08-31,22.56521739,PM25,Kennedy
KENNEDY,2019-08-30,34.0,PM25,Kennedy
KENNEDY,2019-08-29,17.25,PM25,Kennedy
KENNEDY,2019-08-28,15.2173913,PM25,Kennedy
KENNEDY,2019-08-27,16.13043478,PM25,Kennedy
KENNEDY,2019-08-26,13.70833333,PM25,Kennedy
KENNEDY,2019-08-25,13.95833333,PM25,Kennedy
KENNEDY,2019-08-24,12.0,PM25,Kennedy
KENNEDY,2019-08-23,18.83333333,PM25,Kennedy
KENNEDY,2019-08-22,25.125,PM25,Kennedy
KENNEDY,2019-08-21,21.18181818,PM25,Kennedy
KENNEDY,2019-08-20,24.625,PM25,Kennedy
KENNEDY,2019-08-19,10.95238095,PM25,Kennedy
KENNEDY,2019-08-18,18.0,PM25,Kennedy
KENNEDY,2019-08-17,31.66666667,PM25,Kennedy
KENNEDY,2019-08-16,47.16666667,PM25,Kennedy
KENNEDY,2019-08-15,32.67916667,PM25,Kennedy
KENNEDY,2019-08-14,19.95454545,PM25,Kennedy
KENNEDY,2019-08-13,13.0,PM25,Kennedy
KENNEDY,2019-08-12,14.75,PM25,Kennedy
KENNEDY,2019-08-11,9.27272727,PM25,Kennedy
KENNEDY,2019-08-10,17.86956522,PM25,Kennedy
KENNEDY,2019-08-09,15.58333333,PM25,Kennedy
KENNEDY,2019-08-08,17.91666667,PM25,Kennedy
KENNEDY,2019-08-07,16.54166667,PM25,Kennedy
KENNEDY,2019-08-06,18.30434783,PM25,Kennedy
KENNEDY,2019-08-05,23.76086957,PM25,Kennedy
KENNEDY,2019-08-04,13.47826087,PM25,Kennedy
KENNEDY,2019-08-03,20.08333333,PM25,Kennedy
KENNEDY,2019-08-02,25.375,PM25,Kennedy
KENNEDY,2019-08-01,29.04166667,PM25,Kennedy
KENNEDY,2019-07-31,16.5,PM25,Kennedy
KENNEDY,2019-07-30,19.625,PM25,Kennedy
KENNEDY,2019-07-29,16.125,PM25,Kennedy
KENNEDY,2019-07-28,13.5,PM25,Kennedy
KENNEDY,2019-07-27,19.33333333,PM25,Kennedy
KENNEDY,2019-07-26,15.69565217,PM25,Kennedy
KENNEDY,2019-07-25,25.875,PM25,Kennedy
KENNEDY,2019-07-24,18.60833333,PM25,Kennedy
KENNEDY,2019-07-23,15.975,PM25,Kennedy
KENNEDY,2019-07-22,16.45833333,PM25,Kennedy
KENNEDY,2019-07-21,10.95833333,PM25,Kennedy
KENNEDY,2019-07-20,9.625,PM25,Kennedy
KENNEDY,2019-07-19,11.94090909,PM25,Kennedy
KENNEDY,2019-07-18,15.90909091,PM25,Kennedy
KENNEDY,2019-07-17,22.625,PM25,Kennedy
KENNEDY,2019-07-16,22.17391304,PM25,Kennedy
KENNEDY,2019-07-15,17.51304348,PM25,Kennedy
KENNEDY,2019-07-14,10.45833333,PM25,Kennedy
KENNEDY,2019-07-13,18.34782609,PM25,Kennedy
KENNEDY,2019-07-12,21.20833333,PM25,Kennedy
KENNEDY,2019-07-11,21.42105263,PM25,Kennedy
KENNEDY,2019-07-10,15.60869565,PM25,Kennedy
KENNEDY,2019-07-09,20.70833333,PM25,Kennedy
KENNEDY,2019-07-08,15.45217391,PM25,Kennedy
KENNEDY,2019-07-07,11.95652174,PM25,Kennedy
KENNEDY,2019-07-06,18.95833333,PM25,Kennedy
KENNEDY,2019-07-05,26.25,PM25,Kennedy
KENNEDY,2019-07-04,26.5,PM25,Kennedy
KENNEDY,2019-07-03,21.5,PM25,Kennedy
KENNEDY,2019-07-02,23.33333333,PM25,Kennedy
KENNEDY,2019-07-01,9.75,PM25,Kennedy
KENNEDY,2019-06-30,10.83333333,PM25,Kennedy
KENNEDY,2019-06-29,14.75,PM25,Kennedy
KENNEDY,2019-06-28,14.20833333,PM25,Kennedy
KENNEDY,2019-06-27,17.70833333,PM25,Kennedy
KENNEDY,2019-06-26,19.16666667,PM25,Kennedy
KENNEDY,2019-06-25,19.70833333,PM25,Kennedy
KENNEDY,2019-06-24,7.69565217,PM25,Kennedy
KENNEDY,2019-06-23,9.36666667,PM25,Kennedy
KENNEDY,2019-06-22,10.39130435,PM25,Kennedy
KENNEDY,2019-06-21,11.83043478,PM25,Kennedy
KENNEDY,2019-06-20,11.2,PM25,Kennedy
KENNEDY,2019-06-19,11.30434783,PM25,Kennedy
KENNEDY,2019-06-18,13.54166667,PM25,Kennedy
KENNEDY,2019-06-17,11.80833333,PM25,Kennedy
KENNEDY,2019-06-16,9.75,PM25,Kennedy
KENNEDY,2019-06-15,17.45833333,PM25,Kennedy
KENNEDY,2019-06-14,19.29166667,PM25,Kennedy
KENNEDY,2019-06-13,19.41666667,PM25,Kennedy
KENNEDY,2019-06-12,18.29166667,PM25,Kennedy
KENNEDY,2019-06-11,17.95652174,PM25,Kennedy
KENNEDY,2019-06-10,15.96666667,PM25,Kennedy
KENNEDY,2019-06-09,12.16666667,PM25,Kennedy
KENNEDY,2019-06-08,21.32916667,PM25,Kennedy
KENNEDY,2019-06-07,20.0,PM25,Kennedy
KENNEDY,2019-06-06,22.83333333,PM25,Kennedy
KENNEDY,2019-06-05,13.29166667,PM25,Kennedy
KENNEDY,2019-06-04,21.45833333,PM25,Kennedy
KENNEDY,2019-06-03,13.54166667,PM25,Kennedy
KENNEDY,2019-06-02,18.58333333,PM25,Kennedy
KENNEDY,2019-06-01,24.26086957,PM25,Kennedy
KENNEDY,2019-05-31,27.26666667,PM25,Kennedy
KENNEDY,2019-05-30,24.9,PM25,Kennedy
KENNEDY,2019-05-29,31.75,PM25,Kennedy
KENNEDY,2019-05-28,22.95833333,PM25,Kennedy
KENNEDY,2019-05-27,26.39130435,PM25,Kennedy
KENNEDY,2019-05-26,16.79166667,PM25,Kennedy
KENNEDY,2019-05-25,28.91666667,PM25,Kennedy
KENNEDY,2019-05-24,22.12083333,PM25,Kennedy
KENNEDY,2019-05-23,25.4875,PM25,Kennedy
KENNEDY,2019-05-22,17.95833333,PM25,Kennedy
KENNEDY,2019-05-21,22.29166667,PM25,Kennedy
KENNEDY,2019-05-20,17.25,PM25,Kennedy
KENNEDY,2019-05-19,19.56666667,PM25,Kennedy
KENNEDY,2019-05-18,29.5,PM25,Kennedy
KENNEDY,2019-05-17,23.66666667,PM25,Kennedy
KENNEDY,2019-05-16,26.41666667,PM25,Kennedy
KENNEDY,2019-05-15,14.45833333,PM25,Kennedy
KENNEDY,2019-05-14,16.33333333,PM25,Kennedy
KENNEDY,2019-05-13,19.52916667,PM25,Kennedy
KENNEDY,2019-05-12,13.79166667,PM25,Kennedy
KENNEDY,2019-05-11,27.75,PM25,Kennedy
KENNEDY,2019-05-10,21.92916667,PM25,Kennedy
KENNEDY,2019-05-09,23.60833333,PM25,Kennedy
KENNEDY,2019-05-08,19.32916667,PM25,Kennedy
KENNEDY,2019-05-07,16.9875,PM25,Kennedy
KENNEDY,2019-05-06,15.69565217,PM25,Kennedy
KENNEDY,2019-05-05,15.39130435,PM25,Kennedy
KENNEDY,2019-05-04,25.05,PM25,Kennedy
KENNEDY,2019-05-03,31.0375,PM25,Kennedy
KENNEDY,2019-05-02,37.40909091,PM25,Kennedy
KENNEDY,2019-05-01,30.26666667,PM25,Kennedy
KENNEDY,2019-04-30,27.88695652,PM25,Kennedy
KENNEDY,2019-04-29,16.04545455,PM25,Kennedy
KENNEDY,2019-04-28,12.12916667,PM25,Kennedy
KENNEDY,2019-04-27,17.79166667,PM25,Kennedy
KENNEDY,2019-04-26,24.20833333,PM25,Kennedy
KENNEDY,2019-04-25,22.16666667,PM25,Kennedy
KENNEDY,2019-04-24,26.1125,PM25,Kennedy
KENNEDY,2019-04-23,35.58333333,PM25,Kennedy
KENNEDY,2019-04-22,23.55,PM25,Kennedy
KENNEDY,2019-04-21,13.75652174,PM25,Kennedy
KENNEDY,2019-04-20,12.00833333,PM25,Kennedy
KENNEDY,2019-04-19,15.16666667,PM25,Kennedy
KENNEDY,2019-04-18,21.41666667,PM25,Kennedy
KENNEDY,2019-04-17,38.52380952,PM25,Kennedy
KENNEDY,2019-04-16,36.5,PM25,Kennedy
KENNEDY,2019-04-15,21.47826087,PM25,Kennedy
KENNEDY,2019-04-14,30.16666667,PM25,Kennedy
KENNEDY,2019-04-13,34.45833333,PM25,Kennedy
KENNEDY,2019-04-12,36.96521739,PM25,Kennedy
KENNEDY,2019-04-11,40.79166667,PM25,Kennedy
KENNEDY,2019-04-10,33.38333333,PM25,Kennedy
KENNEDY,2019-04-09,46.45833333,PM25,Kennedy
KENNEDY,2019-04-08,47.30434783,PM25,Kennedy
KENNEDY,2019-04-07,33.875,PM25,Kennedy
KENNEDY,2019-04-06,21.625,PM25,Kennedy
KENNEDY,2019-04-05,32.45833333,PM25,Kennedy
KENNEDY,2019-04-04,19.20833333,PM25,Kennedy
KENNEDY,2019-04-03,39.79166667,PM25,Kennedy
KENNEDY,2019-04-02,27.275,PM25,Kennedy
KENNEDY,2019-04-01,22.47826087,PM25,Kennedy
KENNEDY,2019-03-31,21.73913043,PM25,Kennedy
KENNEDY,2019-03-30,31.1,PM25,Kennedy
KENNEDY,2019-03-29,42.0,PM25,Kennedy
KENNEDY,2019-03-28,66.875,PM25,Kennedy
KENNEDY,2019-03-27,48.91666667,PM25,Kennedy
KENNEDY,2019-03-26,51.91666667,PM25,Kennedy
KENNEDY,2019-03-25,39.58333333,PM25,Kennedy
KENNEDY,2019-03-24,38.41304348,PM25,Kennedy
KENNEDY,2019-03-23,31.45833333,PM25,Kennedy
KENNEDY,2019-03-22,29.74583333,PM25,Kennedy
KENNEDY,2019-03-21,38.04166667,PM25,Kennedy
KENNEDY,2019-03-20,32.83333333,PM25,Kennedy
KENNEDY,2019-03-19,30.81818182,PM25,Kennedy
KENNEDY,2019-03-18,33.625,PM25,Kennedy
KENNEDY,2019-03-17,26.625,PM25,Kennedy
KENNEDY,2019-03-16,31.875,PM25,Kennedy
KENNEDY,2019-03-15,37.125,PM25,Kennedy
KENNEDY,2019-03-14,37.54166667,PM25,Kennedy
KENNEDY,2019-03-13,37.41666667,PM25,Kennedy
KENNEDY,2019-03-12,34.58333333,PM25,Kennedy
KENNEDY,2019-03-11,22.58333333,PM25,Kennedy
KENNEDY,2019-03-10,19.925,PM25,Kennedy
KENNEDY,2019-03-09,31.70833333,PM25,Kennedy
KENNEDY,2019-03-08,45.45833333,PM25,Kennedy
KENNEDY,2019-03-07,48.0,PM25,Kennedy
KENNEDY,2019-03-06,41.16666667,PM25,Kennedy
KENNEDY,2019-03-05,38.58333333,PM25,Kennedy
KENNEDY,2019-03-04,43.125,PM25,Kennedy
KENNEDY,2019-03-03,26.41666667,PM25,Kennedy
KENNEDY,2019-03-02,38.75,PM25,Kennedy
KENNEDY,2019-03-01,44.58333333,PM25,Kennedy
KENNEDY,2019-02-28,35.2173913,PM25,Kennedy
KENNEDY,2019-02-27,38.83333333,PM25,Kennedy
KENNEDY,2019-02-26,45.20833333,PM25,Kennedy
KENNEDY,2019-02-25,30.46818182,PM25,Kennedy
KENNEDY,2019-02-24,24.18181818,PM25,Kennedy
KENNEDY,2019-02-23,38.27916667,PM25,Kennedy
KENNEDY,2019-02-22,37.125,PM25,Kennedy
KENNEDY,2019-02-21,31.66666667,PM25,Kennedy
KENNEDY,2019-02-20,30.45833333,PM25,Kennedy
KENNEDY,2019-02-19,25.25,PM25,Kennedy
KENNEDY,2019-02-18,29.57142857,PM25,Kennedy
KENNEDY,2019-02-17,28.29166667,PM25,Kennedy
KENNEDY,2019-02-16,29.625,PM25,Kennedy
KENNEDY,2019-02-15,45.5,PM25,Kennedy
KENNEDY,2019-02-14,45.91666667,PM25,Kennedy
KENNEDY,2019-02-13,36.125,PM25,Kennedy
KENNEDY,2019-02-12,39.41666667,PM25,Kennedy
KENNEDY,2019-02-11,38.20833333,PM25,Kennedy
KENNEDY,2019-02-10,36.0,PM25,Kennedy
KENNEDY,2019-02-09,28.70833333,PM25,Kennedy
KENNEDY,2019-02-08,32.91666667,PM25,Kennedy
KENNEDY,2019-02-07,32.17391304,PM25,Kennedy
KENNEDY,2019-02-06,42.71428571,PM25,Kennedy
KENNEDY,2019-02-05,46.79166667,PM25,Kennedy
KENNEDY,2019-02-04,37.58333333,PM25,Kennedy
KENNEDY,2019-02-03,22.0,PM25,Kennedy
KENNEDY,2019-02-02,40.79166667,PM25,Kennedy
KENNEDY,2019-02-01,32.16666667,PM25,Kennedy
KENNEDY,2019-01-31,49.75,PM25,Kennedy
KENNEDY,2019-01-30,46.65217391,PM25,Kennedy
KENNEDY,2019-01-29,33.33333333,PM25,Kennedy
KENNEDY,2019-01-28,33.0,PM25,Kennedy
KENNEDY,2019-01-27,27.5,PM25,Kennedy
KENNEDY,2019-01-26,25.08333333,PM25,Kennedy
KENNEDY,2019-01-25,23.79166667,PM25,Kennedy
KENNEDY,2019-01-24,18.20833333,PM25,Kennedy
KENNEDY,2019-01-23,16.45833333,PM25,Kennedy
KENNEDY,2019-01-22,21.91666667,PM25,Kennedy
KENNEDY,2019-01-21,25.45833333,PM25,Kennedy
KENNEDY,2019-01-20,13.875,PM25,Kennedy
KENNEDY,2019-01-19,21.5,PM25,Kennedy
KENNEDY,2019-01-18,18.83333333,PM25,Kennedy
KENNEDY,2019-01-17,23.20833333,PM25,Kennedy
KENNEDY,2019-01-16,21.04166667,PM25,Kennedy
KENNEDY,2019-01-15,21.33333333,PM25,Kennedy
KENNEDY,2019-01-14,25.83333333,PM25,Kennedy
KENNEDY,2019-01-13,27.83333333,PM25,Kennedy
KENNEDY,2019-01-12,36.45833333,PM25,Kennedy
KENNEDY,2019-01-11,24.17391304,PM25,Kennedy
KENNEDY,2019-01-10,16.30434783,PM25,Kennedy
KENNEDY,2019-01-09,24.66666667,PM25,Kennedy
KENNEDY,2019-01-08,25.5,PM25,Kennedy
KENNEDY,2019-01-07,25.79166667,PM25,Kennedy
KENNEDY,2019-01-06,20.54166667,PM25,Kennedy
KENNEDY,2019-01-05,29.25,PM25,Kennedy
KENNEDY,2019-01-04,20.0,PM25,Kennedy
KENNEDY,2019-01-03,14.57142857,PM25,Kennedy
KENNEDY,2019-01-02,10.45833333,PM25,Kennedy
KENNEDY,2019-01-01,19.69565217,PM25,Kennedy
KENNEDY,2018-12-31,22.5,PM25,Kennedy
KENNEDY,2018-12-30,23.29166667,PM25,Kennedy
KENNEDY,2018-12-29,21.58333333,PM25,Kennedy
KENNEDY,2018-12-28,29.625,PM25,Kennedy
KENNEDY,2018-12-27,24.29166667,PM25,Kennedy
KENNEDY,2018-12-26,23.79166667,PM25,Kennedy
KENNEDY,2018-12-25,36.25,PM25,Kennedy
KENNEDY,2018-12-24,31.45833333,PM25,Kennedy
KENNEDY,2018-12-23,26.29166667,PM25,Kennedy
KENNEDY,2018-12-22,20.70833333,PM25,Kennedy
KENNEDY,2018-12-21,30.66666667,PM25,Kennedy
KENNEDY,2018-12-20,33.625,PM25,Kennedy
KENNEDY,2018-12-19,31.47826087,PM25,Kennedy
KENNEDY,2018-12-18,37.91666667,PM25,Kennedy
KENNEDY,2018-12-17,31.41666667,PM25,Kennedy
KENNEDY,2018-12-16,23.875,PM25,Kennedy
KENNEDY,2018-12-15,31.29166667,PM25,Kennedy
KENNEDY,2018-12-14,31.33333333,PM25,Kennedy
KENNEDY,2018-12-13,21.79166667,PM25,Kennedy
KENNEDY,2018-12-12,25.25,PM25,Kennedy
KENNEDY,2018-12-11,28.16666667,PM25,Kennedy
KENNEDY,2018-12-10,31.0,PM25,Kennedy
KENNEDY,2018-12-09,36.2173913,PM25,Kennedy
KENNEDY,2018-12-08,54.09090909,PM25,Kennedy
KENNEDY,2018-12-07,70.2,PM25,Kennedy
KENNEDY,2018-12-06,22.20833333,PM25,Kennedy
KENNEDY,2018-12-05,21.20833333,PM25,Kennedy
KENNEDY,2018-12-04,26.375,PM25,Kennedy
KENNEDY,2018-12-03,22.875,PM25,Kennedy
KENNEDY,2018-12-02,19.75,PM25,Kennedy
KENNEDY,2018-12-01,18.25,PM25,Kennedy
KENNEDY,2018-11-30,22.04166667,PM25,Kennedy
KENNEDY,2018-11-29,24.39130435,PM25,Kennedy
KENNEDY,2018-11-28,17.82608696,PM25,Kennedy
KENNEDY,2018-11-27,28.16666667,PM25,Kennedy
KENNEDY,2018-11-26,22.95454545,PM25,Kennedy
KENNEDY,2018-11-25,19.83333333,PM25,Kennedy
